br	2	24.000000	20.604167	3.395833	512
ca	3	45.472364	45.342729	.129635	18946
cy	2	28.854167	23.812500	5.041667	333
cv	2	44.968750	37.781250	7.187500	955
de	3	19.508621	25.219986	-5.711365	29116
fr	3	15.115942	24.177305	-9.061363	27598
it	3	50.546875	36.875000	13.671875	1752
kab	3	21.209430	21.138158	.071272	11285
ky	3	43.750000	36.187500	7.562500	407
tt	3	35.288194	31.166667	4.121527	1474
tr	3	27.552083	24.812500	2.739583	2504
